INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	STRING	INT
180011	Kim tiêu tØu tïnh hà xÑ, dß½ng li­u ngÕn, (__)	MÕc sÑ kim tôn không ğ¯i nguy®t	Hi¬u phong tàm nguy®t	Nh¸ th§p ki«u minh nguy®t	#	#	#	-1	1	-1	-1	-1	-1	Chßa sØ døng	3
180012	TÕi thiên nguy®n tác tÖ Ñc ği¬u, tÕi ğ¸a nguy®n v¸ liên lı chi. (__), thØ h§n miên miên vô tuy®t kÏ	Bi®t hæu u s¥u ám h§n sinh	ThØ tình khä ğãi thành chuy Ñc	Thiên trß¶ng ğ¸a cØu hæu th¶i t§n	#	#	#	-1	-1	-1	1	-1	-1	Chßa sØ døng	3
180013	S½n ánh tà dß½ng thiên tiªp thuÖ, (__), canh tÕi tà dß½ng ngoÕi	Vân phi yên di®t	Phß½ng thäo vô tình	Thuı phong nhß th¯c	#	#	#	-1	1	-1	-1	-1	-1	Chßa sØ døng	3
180014	 (__), nhân tÖ hoàng hoa s¤u	Thu phong nguyên thßşng	Phß½ng giao løc biªn	Liêm quy¬n tây phong	#	#	#	-1	-1	1	-1	-1	-1	Chßa sØ døng	3
180015	 (__), ğông phong vô lñc bách hoa tàn. Xuân t¢m ğáo tØ ti phß½ng t§n, lÕp cñ thành khôi l® s½ can	Tß½ng kiªn th¶i nan biªt di®c nan	Minh tâm Kính lı chuy¬n chu nhan	Mµ vû tri«u vân khÑ b¤t hoàn	#	#	#	1	-1	-1	-1	-1	-1	Chßa sØ døng	3
180016	Ngã døc th×a phong quy khÑ, hñu khüng quÏnh lâu ng÷c vû, (__). Kh·i vû lµng thanh änh, hà tñ tÕi nhân gian	Cao xÑ b¤t th¡ng hàn	ºng ni®m lînh häi kinh niên	Trß·ng hß¾ng nguy®t viên th¶i h§u	#	#	#	1	-1	-1	-1	-1	-1	Chßa sØ døng	3
180017	Nghî ca tiên ki®m, (__), t¯i ğoÕn nhân tràng	Công lâm thu Kính chiªu ti«u tuÜ	PhÕ Ñng tu kiªn	Døc tiªu hoàn t¥n	#	#	#	-1	-1	1	-1	-1	-1	Chßa sØ døng	3
180018	 (__), loÕn h°ng phi quá thu thiên khÑ	L® nhãn v¤n hoa hoa b¤t ngæ	Nga nhi tuyªt li­u hoàng kim lâu	LÕc hoa phong vû canh thß½ng xuân	#	#	#	1	-1	-1	-1	-1	-1	Chßa sØ døng	3
180019	Hoàng hà vi­n thßşng bÕch vân gian, nh¤t phiªn cô thành vÕn nhçn ğao. (__), xuân phong b¤t ğµ Ng÷c Môn Quan	Thß½ng næ b¤t tri vong qu¯c h§n	Khß½ng ğ¸ch hà xu oán dß½ng li­u	Nh§t mµ hß½ng quan hà xÑ th¸	#	#	#	-1	-1	1	-1	-1	-1	Chßa sØ døng	3
200000	Trong "Th¥n ğiêu hi®p læ" ai là ngß¶i b¸ ğÑt hªt kinh mÕch toàn thân dß¾i chß·ng cüa hai cao thü võ lâm là H°ng Th¤t Công và Âu Dß½ng Phong?	TÕng biên ngû xú	ĞÕt Nhî Ba	Vß½ng tØ Ho¡c Ğô	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200001	Trong "Th¥n ğiêu hi®p læ", ti¬u long næ khi tÖ thí v¾i hách ğÕi thông dùng loÕi vû khí nào?	Dây løa	Ng÷c phong châm	Bång phách ngân châm	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200002	Trong "Th¥n ğiêu hi®p læ" sau khi Dß½ng quá b¸ Công Tôn c¯c chü dùng tình hoa thích sát, nªu không có thu¯c giäi ğµc trong vòng bao nhiêu ngày s¨ toàn thân ğau ğ¾n r°i chªt?	36	12	1	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200003	Trong "Tiªu ngÕo giang h°" Khi L®nh H° Xung thành thân v¾i Nh§m Doanh Doanh, hai ngß¶i cùng ğánh bän gì?	Khúc Tiªu ngÕo giang h°	Quäng Lång Tán	Hæu S· Tß	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200004	Trong "Tiªu NgÕo Giang H°", Nhâm Ngã Hành b¸ Ğông Phß½ng B¤t BÕi nh¯t · ğâu?	Dß¾i h¥m Mai Trang	Trên H¡c Mµc Nhai	H§u s½n Thiªu Lâm	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200005	Trong "Th¥n ğiêu hi®p læ", vì sao Nh¤t Ğång ĞÕi Sß ğßşc g÷i là Thiên Trúc Th¥n Tång?	Sß ğ®	Sß thúc	Sß huynh	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200006	Trong "Tiªu ngÕo giang h°", T± Thiên Thu cho L®nh H° Xung u¯ng "Tøc m®nh bát hoàn" v¯n là ğ¬ dành cho ai?	Lão b¤t tØ	Dß½ng B¤t H¯i	Lão Ğ¥u TØ	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200007	Trong "Thiên Long Bát Bµ", Chung Linh nuôi loÕi trân thú tên là gì?	Thi¬m ği®n ğiêu	Mãng C± Chu Cáp	Ti¬u thanh xà	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200008	Trong "Thiên Long Bát Bµ", "thiên thßşng tinh lßşng tinh tinh vînh sán lÕn trß¶ng an ninh" ğßşc kh¡c trên chiªc kim toä luôn ğeo theo ngß¶i cüa ai?	A Châu	A TØ 	A Bích 	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200009	Trong "Thiên Long Bát Bµ", hung thü sát hÕi Huy«n Kh± hoà thßşng là ai?	Ki«u Phong	Mµ Dung Phøc 	Tiêu Vi­n S½n	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200010	Trong "Thiên Long Bát Bµ", "th§p bát h÷c sî" là mµt loÕi cüa hoa gì?	Mçu Ğ½n	Thßşc dßşc	Trà hoa	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200011	Trong "Thiên Long Bát Bµ " Ğoàn Chính Thu¥n là gì cüa Ğoàn Dñ?	Bá Phø	NhÕc Phø	Phø thân	#	#	#	-1	1	-1	-1	-1	-1	Kim h÷c giang h°	4
200012	Trong "Thiên Long Bát Bµ" Lı do Mã phu nhân cåm ghét Ki«u Phong là gì?	Cho r¢ng Ki«u Phong giªt chªt Mã phó bang chü	Ki«u Phong là ngß¶i Thiªt Ğan	Vì Ki«u Phong không h« ğµng lòng trß¾c nhan s¡c cüa Mã phu nhân	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200013	Trong "Thiên Long Bát Bµ", quy¬n sách mà A Châu li«u chªt l¤y trµm t× Thiªu Lâm Tñ là cu¯n gì?	D¸ch Cân Kinh	Vô tß½ng kiªp chï ph±	Pháp hoa kinh	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200014	Trong "Thiên Long Bát Bµ" Hß Trúc trong quá trình hoá giäi thª c¶ Châu Lung ğßşc sñ chï bäo cüa ai?	Ğoàn Dñ	Huy«n NÕn 	Ğoàn Diên Khánh 	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200015	Trong "Thiên Long b¤t bµ" ai dùng y thu§t ğ¬ chæa cho m¡t A TØ sáng lÕi?	Tiªt Mµ Hoa	Du Thän Chi 	Hß Trúc	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200016	Trong "Thiên Long Bát Bµ", mu¯n gŞ bö bùa sinh tØ phäi dùng loÕi võ công nào?	Thiên S½n Løc Ddß½ng Chß·ng	Thiên S½n Chiªt Mai Thü	B¡c Minh Th¥n Công	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200017	Trong "Th¥n ğiêu hi®p læ", Dß½ng Quá ngã xu¯ng vñc sâu, ğã g£p quái thú nào?	Ğµc Long	NgÕc Ngß	Tích D¸ch	#	#	#	-1	1	-1	-1	-1	-1	Kim h÷c giang h°	4
200018	Trong "Thiên Long Bát Bµ" Mã phu nhân cho Ğoàn Chính Thu¥n u¯ng mµt loÕi thu¯c làm ông không th¬ ğµng, loÕi thu¯c này là thu¯c gì?	Bi Tô Thanh Phong	Hàm tiªu bán bµ ğiên	Th§p hß½ng mê h°n tán	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200019	Trong "Thiên Long Bát Bµ" Mã phu nhân cho Ğoàn Chính Thu¥n u¯ng mµt loÕi thu¯c làm ông không th¬ ğµng, loÕi thu¯c này là thu¯c gì?	Bi Tô Thanh Phong	Hàm tiªu bán bµ ğiên	Th§p hß½ng mê h°n tán	#	#	#	-1	1	-1	-1	-1	-1	Kim h÷c giang h°	4
200020	Trong "Thiên Long Bát Bµ" ai là ğÕi ca dçn ğ¥u?	Ğoàn Diên Khánh 	Ğoàn Chính Thu¥n 	Huy«n T× 	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200021	Trong "Thiên Long Bát Bµ", bùa sinh t× ğßşc làm t× nhæng thÑ gì?	Ngân trâm	Ngßu mao	Bång phiªn	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200022	Trong "Thiên Long Bát Bµ" ai dß¾i ğây không biªt dùng nh¤t dß½ng chï?	Ğoàn Chính Minh 	Ğoàn Chính Thu¥n 	Ğoàn Dñ	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200023	Trong "Th¥n ğiêu hi®p læ", Kim Luân Pháp Vß½ng l×a Chu Bá Thông ği trµm c¶, trong ğµng ğã ğ£t sÇn con v§t có ğµc nào?	Kim Hoàn Xà	Cóc ğµc	Nh®n Thái Tuyªt	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200024	Trong "Thiên Long Bát Bµ", quan âm trong câu "Thiên Long tñ ngoÕi, b° ğ« thø hÕ, hoá tØ lÕp tháp, quan âm trß¶ng phát" là chï ai?	Lı Thu ThuÖ	Ğao BÕch Phøng 	T¥n H°ng Miên 	#	#	#	-1	1	-1	-1	-1	-1	Kim h÷c giang h°	4
200025	Trong " Thiên Long Bát Bµ", Vân Trung HÕc sş thü ğoÕn này nh¤t?	N¡m tóc	Cù nách	Kéo l² tai	#	#	#	-1	1	-1	-1	-1	-1	Kim h÷c giang h°	4
200026	Trong "Thiên Long Bát Bµ" có viªt: "Ğoàn Dñ chï nghe m¤y tiªng ğã m×ng rŞ höi: "Cô nß½ng v×a ğánh khúc "Thái Tam Tı" phäi không?" Không ng¶ cô gái chï gäy hÕt bàn tính, lúc nhanh lúc ch§m, lúc mÕnh lúc nh©, tñ thành hai câu cüa bài "Thái Tam Tı"". Xin höi ngß¶i dÕo khúc này là ai?	A Bích 	A Châu	Vß½ng Ngæ Yên	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200027	Trong "Tiªu ngÕo giang h°", L®nh H° Xung tñ sám h¯i · ğâu?	Ng÷c næ phong	ToÕ v÷ng phong	Thiªt chß·ng phong	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200028	Trong "tiªu ngÕo giang h°", ai giªt NhÕc B¤t Qu¥n?	L®nh H° Xung	Nh§m Doanh Doanh	Nghi Lâm	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200029	Trong "Tiªu ngÕo giang h°", Nh§m Ngã Hành tÕi sao lÕi chªt?	Thiên niên ğã t§n	B¸ kë khác ám sát	TÖ võ b¸ giªt	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200030	Trong "Tiªu ngÕo giang h°", ai ng°i trên thuy«n lu§n tØu cùng L®nh H° Xung?	Ğan Thanh Sinh	Løc Trúc Ông	T± Thiên Thu	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200031	Trong "Th¥n ğiêu hi®p læ", TÕng biên ngû sØu là ğ° ğ® cüa ai?	Âu Dß½ng Phong	Kim Luân Pháp Vß½ng	ĞÕt Nhî Ba	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200032	Trong "Th¥n ğiêu hi®p læ", món nào ğßşc làm khi H°ng Th¤t Công g£p Dß½ng Quá l¥n ğ¥u tiên?	Khiªu hoa kê	Long h± ğ¤u	Rªt rán	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200033	Trong "Tiªu ngÕo giang h°", ai trong s¯ các huynh ğ® cüa phái Hoa S½n ğ¯i xØ v¾i L®nh H° Xung t¯t nh¤t?	Lao ĞÑc N£c	Løc ĞÕi Hæu	Lß½ng Phát	#	#	#	-1	1	-1	-1	-1	-1	Kim h÷c giang h°	4
200034	Trong "Tiªu ngÕo giang h°", Bình Nh¤t Chï trong ğ¶i sş nh¤t ai?	Sß phø	Vş	Tinh nhân	#	#	#	-1	1	-1	-1	-1	-1	Kim h÷c giang h°	4
200035	Trong "Th¥n ğiêu hi®p læ", Tiêu Tß½ng TØ dùng loÕi vû khí nào?	Roi Kim long	Thiªt Xà	Kh¯c Tang B±ng	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200036	Trong "Anh hùng xÕ ğiêu", Vß½ng Trí Thän là ğ° ğ® cüa ai?	Mã Ng÷c	Ğàm XØ Ğoan	Khßu XØ C½	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200037	Trong "Tiªu ngÕo giang h°", Phß½ng Nhân Trí thuµc môn phái nào?	Phái Thiªu Lâm	Phái Võ Ğang	Phái Thanh Thành	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200038	Trong "Anh hùng xÕ ğiêu", Khúc Linh Phong dùng tên gì khi · thôn Ngßu gia?	Khúc Nh¤t	Khúc Nh¸	Khúc Tam	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200039	Trong "Th¥n ğiêu Hi®p læ", Hoàn Nhan Bình trß¾c khi g£p Dß½ng Quá ğã m¤y l¥n ám sát Gia Lu§t S· Tài?	1	2	3	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200040	Trong "Th¥n ğiêu hi®p læ", Trình các hÕ ğ¬ cÑu Dß½ng Quá ğã dùng Tr§n pháp ğ¬ giæ Thiên Luân Pháp Vß½ng. Câu ğ¥u tiên ğ¬ biªn tr§n là câu gì?	Giác mµc giao biªn cang kim long	Tâm nguy®t h° chuy¬n phòng nh§t th¯	T¤t nguy®t ği¬u di khuê mµc lang	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200041	Trong "Thiên Long Bát Bµ", huy®t nào không thuµc thü thiªu dß½ng tâm kinh?	Ng÷c Ğß¶ng Huy®t	Thiªu Häi huy®t	Thiªu xung huy®t	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200042	Trong " thiên ğ° long Kí", CØu âm th¥n công là môn võ trong cu¯n bí kíp nào?	QuÏ Hoa Bäo Ği¬n	TÑ th§p nh¸ chß½ng kinh	CØu Dß½ng Chân Kinh	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200043	Trong " anh hùng xÕ ğiêu", Quách Tînh quê · ğâu?	Lâm An Ngßu gia thôn	Lâm An Lı gia thôn	Lâm An Quách gia thôn	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200044	Trong "Hi®p khách hành", hi®p khách hành t±ng cµng có bao nhiêu câu?	20	24	22	#	#	#	-1	1	-1	-1	-1	-1	Kim h÷c giang h°	4
200045	Trong "Tiªu ngÕo giang h°", L®nh H° Xung thích ai nh¤t?	NhÕc Linh San	Nh§m Doanh Doanh	Nghi Lâm	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200046	Trong "Th¥n ğiêu hi®p læ", Quách Tß½ng · ğâu nghe nói v« nhæng sñ tích cüa Dß½ng Quá?	Chung Nam S½n	Phong Lång Ğµ	Ğào hoa ğäo	#	#	#	-1	1	-1	-1	-1	-1	Kim h÷c giang h°	4
200047	Trong "Tiªu ngÕo giang h°", cái nào dß¾i ğây không phäi là mµt trong "thiên hÕ tam ğµc" mà L®nh H° Xung nói?	ThÕch tín	Ni Cô	Nhân tâm	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200048	Trong "Tiªu ngÕo giang h°", b¯ cüa Nghi Lâm tên là gì?	Phß½ng Chinh	Phß½ng Sinh	B¤t Gi¾i	#	#	#	-1	-1	1	-1	-1	-1	Kim h÷c giang h°	4
200049	Trong "Anh hùng xÕ ğiêu", m© cüa Quách Tînh tên là gì?	Lı Bình	Hoàng Dung	Møc Ni®m T×	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
200050	Ğµc môn khinh công cüa phái thiªu lâm, thiên hÕ ğ«u nghe tiªng. Xin höi ai là ngß¶i truy«n giáo môn này?	H°ng Thái Vân	Huy«n Ğµ ĞÕi Sß	Phan Thiên Canh	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200051	Ğµc môn khinh công cüa minh giáo, thiên hÕ ğ«u nghe tiªng. Xin höi ai là ngß¶i truy«n giáo môn này?	Phß½ng Bách Hoa	Lã Sß Tß½ng	Dß ĞÕo An	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200052	Ğµc môn khinh công cüa Cái Bang, thiên hÕ ğ«u nghe tiªng. Xin höi ai là ngß¶i truy«n giáo môn này?	Ngô Tuyªt Ki«u	BÕch Thª Kính	Lßu Trúc Trang	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200053	Ğµc môn khinh công cüa phái Võ Ğang, thiên hÕ ğ«u nghe tiªng. Xin höi ai là ngß¶i truy«n giáo môn này?	Tînh S½ Tán Nhân	Lâm Linh T¯	HÕc Vân ĞÕo Nhân 	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200054	Ğµc môn khinh công cüa phái Nga Mi, thiên hÕ ğ«u nghe tiªng. Xin höi ai là ngß¶i truy«n giáo môn này?	Tôn Nh¸ Nß½ng	Tiêu Tß½ng Ng÷c	Thôi Løc Hoa	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200055	Ğµc môn khinh công cüa phái Tinh Túc, thiên hÕ ğ«u nghe tiªng. Xin höi ai là ngß¶i truy«n giáo môn này?	Xu¤t Tr¥n TØ	Thiên Lang TØ	Sß Kh±ng TØ	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200056	Ğµc môn khinh công cüa phái thiên s½n, thiên hÕ ğ«u nghe tiªng. Xin höi ai là ngß¶i truy«n giáo môn này?	Trúc Kiªm	Dß Bà	ThÕch T¦u	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200057	Ğµc môn khinh công cüa phái tiêu dao, thiên hÕ ğ«u nghe tiªng. Xin höi ai là ngß¶i truy«n giáo môn này?	ThÕch Cam Sß½ng	PhÕm Bách Linh	Lı Khôi LuÛ	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200058	Ğµc môn khinh công cüa thiên long tñ, thiên hÕ ğ«u nghe tiªng. Xin höi ai là ngß¶i truy«n giáo môn này?	Th¸nh Nhß Lan	Bän Tham ĞÕi Sß	Phá Sân	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200059	BÕch Mã Tñ · LÕc Dß½ng là chùa c± ğßşc xây dñng t× th¶i ğông hán. Xin höi ai là trø trì cüa chùa bây gi¶?	Trí Thanh ĞÕi Sß 	Trí Thâm ĞÕi Sß	Trí Chß¾ng ĞÕi Sß	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200060	S¯ng bên cÕnh cØa Nam thành LÕc Dß½ng có mµt v¸ ğÕi h÷c gia l¸ch sØ chü biên cu¯n "Tß Tr¸ Thông Giám", ngß¶i này là ai?	Tß Mã Quang 	Tß Mã İ	Tß Mã Thiên	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200061	Chü ti®m PhÕm Th¯ng thành LÕc Dß½ng có kinh doanh mµt tØu l¥u l¾n nh¤t thành LÕc Dß½ng, xin höi tØu l¥u này tên gì?	Minh Chân L¥u	Tuı Tiên L¥u	T¯ng HÕc L¥u	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200062	Chü ti®m Dß½ng Hy Bình thành LÕc Dß½ng có kinh doanh mµt Ti«n trang l¾n nh¤t thành LÕc Dß½ng, xin höi ti«n trang này tên gì?	VÕn Kim ti«n trang	Dß½ng Gia ti«n trang	Hi Bình ti«n trang	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200063	Chü ti®m Ki«u Phúc Th¸nh thành LÕc Dß½ng có kinh doanh mµt thß½ng hµi l¾n nh¤t thành LÕc Dß½ng, xin höi thß½ng hµi này tên gì?	CØu Châu thß½ng hµi	Ki«u Gia thß½ng hµi	Phøc Th¸nh thß½ng hµi	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200064	Trên bãi tÖ võ cüa thành LÕc Dß½ng, các anh hùng có th¬ tÖ thí cao th¤p. Xin höi bãi tÖ võ này n¢m k« ğâu?	Ti«n trang	CØa hàng vû khí	Qu¯c Bình Quán	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200065	Ti®m bán trân thú cüa Vân gia thành LÕc Dß½ng n±i tiªng thiên hÕ. Xin höi thành LÕc Dß½ng có bao nhiêu cô gái h÷ Vân	3 cô	1 cô	2 cô	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200066	Lı Sß Su thành LÕc Dß½ng là thiên hÕ ğ® nh¤t mÛ nhân. Xin höi ch² cô · g¥n ğâu nh¤t?	Ğoàn Vß½ng Phü	Vinh Qu¯c Phü	Thiên Ba Phü	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200067	Có hai v¸ thß sinh ğÑng trß¾c c±ng Trình Phü · LÕc Dß½ng, giai thoÕi "Trình môn l§p tuyªt" có t× ğây. Xin höi hai v¸ thß sinh này là ai?	Du TÕc và Dß½ng Th¶i	Lı BÕch và Ğ² Phü	Tân Khí T§t và Løc Du	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200068	G¥n ğây có r¤t nhi«u sÑ th¥n các nß¾c ğªn thành LÕc Dß½ng. Xin höi trong Qu¯c tân quán không có sÑ th¥n nß¾c nào?	Mông c±	Tây HÕ	Nh§t bän	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200069	Thành Tô Châu có mµt v¸ lão tiên sinh n±i tiªng v¾i "Mai thê hÕc tØ". Xin höi v¸ này là ai?	Lâm Hoà T¸nh 	Lâm Ngæ Ğß¶ng	Lâm Tu¤n Ki®t	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200070	Thành Tô Châu có v¸ Li­u phu nhân Li­u Nguy®t H°ng n±i tiªng v¾i " Hà Ğông Sß Kh±ng". Xin höi lang quân cüa bà là ai?	Tr¥n Quı Thß¶ng 	Tr¥n TÑ Bình	Tr¥n Long Châu	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200071	Thành Tô Châu ğang t± chÑc thi khoa cØ · trß¶ng thi. Xin höi v¸ chü quan thi là ai?	Âu Dß½ng Tu 	Âu Dß½ng Phong	Âu Dß½ng Xuân	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200072	Thành Tô Châu có mµt v¸ ğÕi hoa gia tên g÷i Trß½ng TrÕch Ğoan. Xin höi tác ph¦m tiêu bi¬u cüa ông là tác ph¦m nào?	Thanh Minh Thßşng Hà Ğ°	LÕc trung lÕc ngoÕi ğ°	Hàn hi täi dÕ yªn ğ°	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200073	Thái thü thành Tô Châu Phan ğÕi nhân Phan Tu¤n chính tích phi phàm. Xin höi trş thü ğ¡c lñc cüa ông là ai?	Trß½ng Thø M§u 	Trß½ng Ti¬u Tuy«n 	Trß½ng Minh Cänh 	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200074	Thành ĞÕi Lı có mµt ngôi chùa, Hoàng Mi Tång là trø trì cüa chùa này. Xin höi ngôi chùa này tên gì?	Niêm hoa tñ	BÕch mã tñ	Tß½ng qu¯c tñ	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200075	Cô nß½ng Mµc Uy¬n Thanh ğau lòng khôn xiªt, chÕy ra khöi phü Tr¤n Nam Vß½ng. Xin höi bây gi¶ cô ğang · ğâu?	G¥n hi®u thu¯c	G¥n ti®m vû khí	G¥n Ti«n trang	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200076	— trên quäng trß¶ng trung tâm thành ĞÕi Lı t§p hşp TÑ ĞÕi Thi®n Nhân và cØu ğÕi môn phái tiªp dçn ngß¶i. Xin höi quäng trß¶ng này tên gì?	Ngû hoa ğàn	Huy«n vû ğàn	Phong lôi ğàn	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200077	Trong thành ĞÕi Lı, Th¦m ğÕi nhân Th¦m Quát ğang nghiên cÑu khoáng thÕch ğ¬ hoàn thi®n bµ sách nghiên cÑu cüa mình. Xin höi quy¬n sách này tên gì?	Mµng h« bút ğàm	B¦n thäo cß½ng møc	Thiên công khai v§t	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200078	Trên ğài thßşng võ, các anh hùng có th¬ tÖ võ h÷c höi, xin höi chü trì Thßşng Võ ğài là ai?	Phøng Tri«u Dß½ng 	Phong Thanh Dß½ng	Phøng Thiên Nam	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200079	Ngß¶i dân NhÕn Nam phäi ch¸u ğñng "tam hÕi". Xin höi cái hÕi l¾n nh¤t thÑ ba là gì?	Quân ğµi nß¾c T¯ng	Quân ğµi nß¾c Liêu	Quân ğµi Tây HÕ	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200080	Khúc Ğoan · NhÕn B¡c ğang c¯ lôi kéo thş sån giöi nh¤t NhÕn B¡c. Xin höi ngß¶i thş sån này là ai?	L² Bình 	L² ĞÕt	L² T¤n	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200081	Tiêu Tß¶ng là con gái t¬ tß¾ng nß¾c Liêu Tiêu Phøng Tiên. Xin höi phong hi®u cüa cô là gì?	Lan Lång Qu§n Chü	Tri®u Mçn Qu§n Chúa	Kiªn Ninh Qu§n Chúa	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200082	Bách tính cüa Liêu Tây lâu nåm ch¸u cänh cß¾p bóc. Xin höi thü lînh cüa chúng là ai?	A SØ Na H¡c C¯c	Ba Ğ°	Gia Lu§t Kim	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
200083	Hoàn Nhan Ngô Kh¤t Mãi trúng ğµc r¤t n£ng, nhßng phß½ng thu¯c giäi cÑu lÕi b¸ m¤t, là ai ğã vÑt phß½ng thu¯c này ği?	Hoàn Nhan Ngµt thu§t	Hoàn Nhan Cát Ly B¤t	Hoàn Nhan Niêm Mµt Khát	#	#	#	1	-1	-1	-1	-1	-1	Kiªn thÑc trò ch½i	4
